# base64_utf8_original	base64_utf8_russian
QWxs	0JLRgdC1
VGhlIGhvdXNlIG1hbmFnZXIgZnJvbnRzIHRoZSBidXktaW4gKHRoZSBjcmV3IG5ldmVyIHJpc2tzIHRoZWlyIG93biBzaWx2ZXIsIGhhcmQgcnVsZSAxLjIpIGFuZCBzZWF0cyBhIHBhd24gYXQgdGhlIGhpZ2gtc3Rha2VzIHRhYmxlLiBXYXRjaCB0aGUgbWVjaGFuaWMsIGNhdGNoIHRoZSBtZXRob2QsIHJlcG9ydCBiYWNrLiBQZXR0eSB0aWVyLCBidXQgdGhlIG1lY2hhbmljIGlzIGNvbm5lY3RlZCwgc28gbGVhbmluZyBvbiBoaW0gaXMgbm90IGZyZWUu	0KPQv9GA0LDQstC70Y/RjtGJ0LjQuSDQtNC+0LzQvtC8INCx0LXRgNC10YIg0L3QsCDRgdC10LHRjyDQsdCw0Lkt0LjQvSAo0LrQvtC80LDQvdC00LAg0L3QuNC60L7Qs9C00LAg0L3QtSDRgNC40YHQutGD0LXRgiDRgdCy0L7QuNC8INGB0LXRgNC10LHRgNC+0LwsINC20LXRgdGC0LrQvtC1INC/0YDQsNCy0LjQu9C+IDEuMikg0Lgg0L/QvtC80LXRidCw0LXRgiDQv9C10YjQutGDINC30LAg0YHRgtC+0Lsg0YEg0LLRi9GB0L7QutC40LzQuCDRgdGC0LDQstC60LDQvNC4LiDQndCw0LHQu9GO0LTQsNC50YLQtSDQt9CwINC80LXRhdCw0L3QuNC60L7QvCwg0L/QvtC50LzQsNC50YLQtSDQvNC10YLQvtC0LCDQtNC+0LvQvtC20LjRgtC1LiDQnNC10LvQutC40Lkg0YPRgNC+0LLQtdC90YwsINC90L4g0LzQtdGF0LDQvdC40Log0L/QvtC00LrQu9GO0YfQtdC9LCDQv9C+0Y3RgtC+0LzRgyDQvtC/0LjRgNCw0YLRjNGB0Y8g0L3QsCDQvdC10LPQviDQvdC1INCx0LXRgdC/0LvQsNGC0L3Qvi4=
VGhlIGJ1eWVyJ3Mgc3RhbGwgaXMgYWNyb3NzIHRoZSBtYWluIGJhemFhciBjb25jb3Vyc2UsIGFuZCB0aGUgY3JpbWUgbG9yZCdzIGVuZm9yY2VycyBob2xkIHRoZSBvcGVuIGZsb29yIGJldHdlZW4uIFRoZSBsZWFkIGVuZm9yY2VyIHdvcmtzIGl0OiBDT09MIDcsIEF3YXJlbmVzcyA2LCBTdHJlZXR3aXNlIDguIEZvdXIgd2F5cyBhY3Jvc3MsIHBsdXMgdGhlIGd1bi4gUGljayB0aGUgbGFuZSBiZWZvcmUgdGhlIGNyZXcgc3RlcHMgaW50byB0aGUgb3Blbi4=	0J/RgNC40LvQsNCy0L7QuiDQtNC70Y8g0L/QvtC60YPQv9Cw0YLQtdC70LXQuSDQvdCw0YXQvtC00LjRgtGB0Y8g0L3QsNC/0YDQvtGC0LjQsiDQs9C70LDQstC90L7Qs9C+INCy0LXRgdGC0LjQsdGO0LvRjyDQsdCw0LfQsNGA0LAsINCwINC+0YLQutGA0YvRgtGL0Lkg0L/QvtC7INC80LXQttC00YMg0L3QuNC80Lgg0YPQtNC10YDQttC40LLQsNGO0YIg0YHRgtGA0LDQttC4INC60YDQuNC80LjQvdCw0LvRjNC90L7Qs9C+INCw0LLRgtC+0YDQuNGC0LXRgtCwLiDQk9C70LDQstC90YvQuSDRgdC40LvQvtCy0LjQuiDRgNCw0LHQvtGC0LDQtdGCOiDQpdCj0JTQntCW0J3QntCh0KLQrCA3LCDQkdC00LjRgtC10LvRjNC90L7RgdGC0YwgNiwg0JfQvdCw0L3QuNC1INGD0LvQuNGGIDguINCn0LXRgtGL0YDQtSDQvdCw0L/RgNCw0LLQu9C10L3QuNGPINC/0LvRjtGBINC/0LjRgdGC0L7Qu9C10YIuINCS0YvQsdC10YDQuNGC0LUg0L/QvtC70L7RgdGDINC00LLQuNC20LXQvdC40Y8g0LTQviDRgtC+0LPQviwg0LrQsNC6INC60L7QvNCw0L3QtNCwINCy0YvQudC00LXRgiDQvdCwINC+0YLQutGA0YvRgtC+0LUg0L/RgNC+0YHRgtGA0LDQvdGB0YLQstC+Lg==
V3JvbmcgbmFtZS4gVGhlIGRvb3JtYW4gZ2l2ZXMgdGhlIGNyZXcgYSBzZWNvbmQsIGxvbmdlciBsb29rIGFuZCByZW1lbWJlcnMgdGhlIGZhY2UuIEFub3RoZXIgYW5nbGUgaXMgcG9zc2libGUsIGJ1dCBoZSBpcyBwYXlpbmcgYXR0ZW50aW9uIG5vdzogdGhlIG5leHQgZG9vciBhcHByb2FjaCBpcyBhdCBhIHBlbmFsdHksIGFuZCBhIHRoaXJkIG1pc3MgZ2V0cyB0aGUgY3JldyB0dXJuZWQgYXdheSBvciBmbGFnZ2VkLiBUaGUgcmV0cnkgaGFzIGEgcHJpY2Uu	0J3QtdC/0YDQsNCy0LjQu9GM0L3QvtC1INC40LzRjy4g0KjQstC10LnRhtCw0YAg0LXRidC1INGA0LDQtyDQstC90LjQvNCw0YLQtdC70YzQvdC+INGB0LzQvtGC0YDQuNGCINC90LAg0LrQvtC80LDQvdC00YMg0Lgg0LfQsNC/0L7QvNC40L3QsNC10YIg0LvQuNGG0L4uINCS0L7Qt9C80L7QttC10L0g0Lgg0LTRgNGD0LPQvtC5INGA0LDQutGD0YDRgSwg0L3QviDRgdC10LnRh9Cw0YEg0L7QvSDQvtCx0YDQsNGJ0LDQtdGCINCy0L3QuNC80LDQvdC40LU6INC/0L7QtNGF0L7QtCDQuiDRgdC70LXQtNGD0Y7RidC10Lkg0LTQstC10YDQuCDQutCw0YDQsNC10YLRgdGPINGI0YLRgNCw0YTQvtC8LCDQsCDRgtGA0LXRgtC40Lkg0L/RgNC+0LzQsNGFINC/0YDQuNCy0LXQtNC10YIg0Log0YLQvtC80YMsINGH0YLQviDRjdC60LjQv9Cw0LYg0L7RgtCy0LXRgNC90LXRgtGB0Y8g0LjQu9C4INCx0YPQtNC10YIg0L7RgtC80LXRh9C10L0g0YTQu9Cw0LbQutC+0LwuINCf0L7QstGC0L7RgNC90LDRjyDQv9C+0L/Ri9GC0LrQsCDQuNC80LXQtdGCINGB0LLQvtGOINGG0LXQvdGDLg==
Tm8gY2hhcmdlIGFuZCBubyBzZWxsZXIgaXMgbm8gcHJvYmxlbSBmb3IgYSBnb29kIGhhbmQ6IGJ1aWxkIG9uZSBmcm9tIGZ1ZWwsIG94aWRpemVyLCBhbmQgZG9jayBzdXBwbGllcy4gRnJlZSwgYnV0IGFuIGltcHJvdmlzZWQgZGV2aWNlIGlzIHRvdWNoeS4gQSBjbGVhbiBzdWNjZXNzIGlzIGEgdXNhYmxlIGNoYXJnZTsgYSBmYWlsIGlzIGEgZHVkLCBhbmQgdGhlIGNyZXcgZmFsbHMgYmFjayB0byBidXlpbmcgb25lIG9yIGxlYW5pbmcgb24gdGhlIGZpeGVyLg==	0JHQtdGB0L/Qu9Cw0YLQvdC+INC4INCx0LXQtyDQv9GA0L7QtNCw0LLRhtCwIOKAlCDQvdC1INC/0YDQvtCx0LvQtdC80LAg0LTQu9GPINGD0LzQtdC70YvRhSDRgNGD0Lo6INGB0L7QsdC10YDQuNGC0LUg0LXQs9C+INC40Lcg0YLQvtC/0LvQuNCy0LAsINC+0LrQuNGB0LvQuNGC0LXQu9GPINC4INC00L7QutC+0LLRi9GFINC80LDRgtC10YDQuNCw0LvQvtCyLiDQkdC10YHQv9C70LDRgtC90L4sINC90L4g0L/QvtC00YDRg9GH0L3QvtC1INGD0YHRgtGA0L7QudGB0YLQstC+INC+0LHQuNC00YfQuNCy0L4uINCn0LjRgdGC0YvQuSDRg9GB0L/QtdGFIOKAkyDRjdGC0L4g0L/QvtC70LXQt9C90YvQuSDQt9Cw0YDRj9C0OyDQvdC10YPQtNCw0YfQsCDigJQg0Y3RgtC+INC/0YDQvtCy0LDQuywg0Lgg0LrQvtC80LDQvdC00LAg0LLQvtC30LLRgNCw0YnQsNC10YLRgdGPINC6INC/0L7QutGD0L/QutC1INC+0LTQvdC+0LPQviDQuNC70Lgg0LjRgdC/0L7Qu9GM0LfQvtCy0LDQvdC40Y4g0LzQsNGB0YLQtdGA0LAu
VGhlIGR1dHkgbnVyc2Ugb3IgYSBndWFyZCBjYXRjaGVzIHRoZSBjcmV3IGF0IHRoZSBkcnVnIGxvY2tlcjogYSBzaG9ydCwgY29udGFpbmVkIHNjdWZmbGUuIFdpbiBhbmQgdGhlIGNyZXcgcG9ja2V0cyBhIHZpYWwgYW5kIHJ1bnMgKHN0YXRpb24gaGVhdCBmb2xsb3dzIHRoZW0gb250byB0aGUgam9iKTsgbG9zZSBhbmQgdGhleSBhcmUgZHJpdmVuIG9mZiBlbXB0eS1oYW5kZWQgYW5kIGZhbGwgYmFjayB0byBicmV3aW5nLCBidXlpbmcsIG9yIHRoZSBmaXhlci4=	0JTQtdC20YPRgNC90LDRjyDQvNC10LTRgdC10YHRgtGA0LAg0LjQu9C4INC+0YXRgNCw0L3QvdC40Log0LvQvtCy0LjRgiDQutC+0LzQsNC90LTRgyDRgyDRgdC60LvQsNC00LAg0YEg0LvQtdC60LDRgNGB0YLQstCw0LzQuDog0LrQvtGA0L7RgtC60LDRjywg0YHQtNC10YDQttCw0L3QvdCw0Y8g0LTRgNCw0LrQsC4g0J/QvtCx0LXQtNCwLCDQuCDQutC+0LzQsNC90LTQsCDQutC70LDQtNC10YIg0L/Rg9C30YvRgNC10Log0LIg0LrQsNGA0LzQsNC9INC4INGD0LHQtdCz0LDQtdGCICjRgtC10L/Qu9C+INGB0YLQsNC90YbQuNC4INGB0LvQtdC00YPQtdGCINC30LAg0L3QuNC80Lgg0L3QsCDRgNCw0LHQvtGC0YMpOyDQv9GA0L7QuNCz0YDRi9Cy0LDRjtGCLCDQuCDQvtC90Lgg0YPRhdC+0LTRj9GCINGBINC/0YPRgdGC0YvQvNC4INGA0YPQutCw0LzQuCDQuCDQstC+0LfQstGA0LDRidCw0Y7RgtGB0Y8g0Log0L/QuNCy0L7QstCw0YDQtdC90LjRjiwg0L/QvtC60YPQv9C60LDQvCDQuNC70Lgg0YDQtdC80L7QvdGC0YMu
RW5kIHRoZSBoYWdnbGluZy4gRHJhdyBvbiB0aGUgYnV5ZXIgYW5kIGhpcyB0d28gZ3VhcmRzIChUaHJlYXQgNikgYW5kIHRha2UgdGhlIHBheW1lbnQgb2ZmIHRoZSBib2R5LiBUaGUgcHJvZHVjdCBpcyB1bmRlbGl2ZXJlZCwgc28gdGhlcmUgaXMgbm8gY2xlYW4gYnV5ZXIgcGF5LCBidXQgdGhlIGNyZXcgY2FuIGxvb3QgaGlzIGNhc2ggYW5kIHdhbGsgaWYgdGhleSB3aW4sIHdpdGggdGhlIGNyaW1lIGxvcmQncyB3aG9sZSBvcGVyYXRpb24gbm93IGFsZXJ0ZWQu	0J/RgNC10LrRgNCw0YLQuNGC0LUg0YLQvtGA0LMuINCd0LDQv9Cw0LTQuNGC0LUg0L3QsCDQv9C+0LrRg9C/0LDRgtC10LvRjyDQuCDQtNCy0YPRhSDQtdCz0L4g0L7RhdGA0LDQvdC90LjQutC+0LIgKNCj0LPRgNC+0LfQsCA2KSDQuCDQt9Cw0LHQtdGA0LjRgtC1INC/0LvQsNGC0YMg0YEg0YLQtdC70LAuINCi0L7QstCw0YAg0L3QtSDQtNC+0YHRgtCw0LLQu9C10L0sINC/0L7RjdGC0L7QvNGDINC90LXRgiDRh9C40YHRgtC+0Lkg0L7Qv9C70LDRgtGLINC/0L7QutGD0L/QsNGC0LXQu9GOLCDQvdC+INCyINGB0LvRg9GH0LDQtSDQv9C+0LHQtdC00Ysg0LrQvtC80LDQvdC00LAg0LzQvtC20LXRgiDQt9Cw0LHRgNCw0YLRjCDQtdCz0L4g0LTQtdC90YzQs9C4INC4INGD0LnRgtC4LCDQsCDQstGB0Y8g0L7Qv9C10YDQsNGG0LjRjyDQutGA0LjQvNC40L3QsNC70YzQvdC+0LPQviDQsNCy0YLQvtGA0LjRgtC10YLQsCDRgtC10L/QtdGA0Ywg0L/RgNC10LTRg9C/0YDQtdC20LTQtdC90LAu
VGhlIGNyZXcgYnJva2UgdGhlIHNlYWwgYW5kIGxldCB0aGUgdmljdGltIHdhbGsgZnJlZSwgd2hpY2ggZGVuaWVzIHRoZSBwcml6ZSB0byBldmVyeW9uZS4gTm8gbW9uZXkgZnJvbSB0aGlzIGpvYi4gVGhlIGZyZWVkIHBlcnNvbiwgd2l0aCBub3doZXJlIGVsc2UgdG8gZ28gYW5kIGEgcG93ZXJmdWwgbWFuIGh1bnRpbmcgdGhlbSwgam9pbnMgdGhlIGNhcmF2YW4uIFRoZSBmaXhlciBpcyBmdXJpb3VzIGFuZCB0aGUgY3JpbWUgbG9yZCBzdGlsbCB3YW50cyB0aGVtIGJhY2su	0K3QutC40L/QsNC2INGB0LvQvtC80LDQuyDQv9C10YfQsNGC0Ywg0Lgg0L/QvtC30LLQvtC70LjQuyDQttC10YDRgtCy0LUg0YPQudGC0Lgg0L3QsCDRgdCy0L7QsdC+0LTRgywg0YfRgtC+INC70LjRiNCw0LXRgiDQstGB0LXRhSDQstC+0LfQvNC+0LbQvdC+0YHRgtC4INC/0L7Qu9GD0YfQuNGC0Ywg0L/RgNC40LcuINCU0LXQvdC10LMg0L7RgiDRjdGC0L7QuSDRgNCw0LHQvtGC0Ysg0L3QtdGCLiDQntGB0LLQvtCx0L7QttC00LXQvdC90YvQuSDRh9C10LvQvtCy0LXQuiwg0LrQvtGC0L7RgNC+0LzRgyDQsdC+0LvRjNGI0LUg0L3QtdC60YPQtNCwINC40LTRgtC4INC4INC30LAg0L3QuNC8INC+0YXQvtGC0LjRgtGB0Y8g0LzQvtCz0YPRidC10YHRgtCy0LXQvdC90YvQuSDRh9C10LvQvtCy0LXQuiwg0L/RgNC40YHQvtC10LTQuNC90Y/QtdGC0YHRjyDQuiDQutCw0YDQsNCy0LDQvdGDLiDQndCw0LvQsNC00YfQuNC6INCyINGP0YDQvtGB0YLQuCwg0LAg0LrRgNC40LzQuNC90LDQu9GM0L3Ri9C5INCw0LLRgtC+0YDQuNGC0LXRgiDQstGB0LUg0LXRidC1INGF0L7Rh9C10YIg0LjRhSDQstC10YDQvdGD0YLRjC4=
VGhlIGd1YXJhbnRlZWQgbGFib3Igam9iLCBhbHdheXMgb24gdGhlIGJvYXJkIChoYXJkIHJ1bGUgMS41OiB0aGUgcGxheWVyIGNhbiBuZXZlciBiZSBzdHJhbmRlZCkuIFNpeCBob3VycyBvZiBwaHlzaWNhbCB3b3JrIHRoYXQgcGF5cyBlbm91Z2ggZm9yIG1pbmltdW0gcmV0dXJuIGZ1ZWwuIE5vIGVuZW1pZXMsIG5vIGNvbWJhdC4gVGhlIG9ubHkgcmlzayBpcyB0aGUgb25lIHRoZSBjcmV3IGJyaW5nczogYSBwYXduIHdobyBkZWNpZGVzIHRvIHBvY2tldCBzb21ldGhpbmcu	0JPQsNGA0LDQvdGC0LjRgNC+0LLQsNC90L3QsNGPINGA0LDQsdC+0YfQsNGPINGB0LjQu9CwLCDQstGB0LXQs9C00LAg0L3QsCDQtNC+0YHQutC1ICjQttC10YHRgtC60L7QtSDQv9GA0LDQstC40LvQviAxLjU6INC40LPRgNC+0Log0L3QuNC60L7Qs9C00LAg0L3QtSDQvNC+0LbQtdGCINC+0LrQsNC30LDRgtGM0YHRjyDQsiDQt9Cw0YLRgNGD0LTQvdC40YLQtdC70YzQvdC+0Lwg0L/QvtC70L7QttC10L3QuNC4KS4g0KjQtdGB0YLRjCDRh9Cw0YHQvtCyINGE0LjQt9C40YfQtdGB0LrQvtC5INGA0LDQsdC+0YLRiywg0LrQvtGC0L7RgNCw0Y8g0L7QutGD0L/QsNC10YLRgdGPINC30LAg0LzQuNC90LjQvNCw0LvRjNC90YPRjiDQvtGC0LTQsNGH0YMg0YLQvtC/0LvQuNCy0LAuINCd0Lgg0LLRgNCw0LPQvtCyLCDQvdC4INCx0L7Rjy4g0JXQtNC40L3RgdGC0LLQtdC90L3Ri9C5INGA0LjRgdC6IOKAlCDRjdGC0L4g0YLQvtGCLCDQutC+0YLQvtGA0YvQuSDQvdC10YHQtdGCINGN0LrQuNC/0LDQtjog0L/QtdGI0LrQsCwg0YDQtdGI0LjQstGI0LDRjyDRh9GC0L4t0YLQviDQv9GA0LjQutCw0YDQvNCw0L3QuNGC0Ywu
VGhlIHJpcHBlcmRvYyBmcm9udHMgYSBmaWVsZCBzdXJnaWNhbCBraXQgYW5kIHRocmVlIG5hbWVzLCBlYWNoIHdpdGggaGFyZHdhcmUgc2hlIHdhbnRzIGJhY2sgZm9yIHRoZSBib2R5IGJhbmsuIFNoZSBwYXlzIHBlciBwYXJ0IGFuZCBkb2VzIG5vdCBhc2sgaG93IHRoZSBjcmV3IHNlcGFyYXRlcyB0aGUgaGFyZHdhcmUgZnJvbSB0aGUgbmFtZS4gRGFuZ2Vyb3VzIHRpZXI6IHRoaXMgdHVybnMgdmlvbGVudCBlYXNpbHkgYW5kIGEgY2FwdHVyZWQgcGF3biBpcyBwb3NzaWJsZS4=	0KDQuNC/0L/QtdGA0LTQvtC6INC/0L7QutCw0LfRi9Cy0LDQtdGCINC60L7QvNC/0LvQtdC60YIg0L/QvtC70LXQstC+0Lkg0YXQuNGA0YPRgNCz0LjRh9C10YHQutC+0Lkg0L/QvtC80L7RidC4INC4INGC0YDQuCDQuNC80LXQvdC4LCDQutCw0LbQtNC+0LUg0LjQtyDQutC+0YLQvtGA0YvRhSDRgdC+0LTQtdGA0LbQuNGCINC+0LHQvtGA0YPQtNC+0LLQsNC90LjQtSwg0LrQvtGC0L7RgNC+0LUg0L7QvdCwINGF0L7Rh9C10YIg0LLQtdGA0L3Rg9GC0Ywg0LTQu9GPINCx0LDQvdC60LAg0YLQtdC7LiDQntC90LAg0L/Qu9Cw0YLQuNGCINC30LAg0YfQsNGB0YLRjCDQuCDQvdC1INGB0L/RgNCw0YjQuNCy0LDQtdGCLCDQutCw0Log0Y3QutC40L/QsNC2INC+0YLQtNC10LvRj9C10YIg0LbQtdC70LXQt9C+INC+0YIg0L3QsNC30LLQsNC90LjRjy4g0J7Qv9Cw0YHQvdGL0Lkg0YPRgNC+0LLQtdC90Yw6INGN0YLQviDQu9C10LPQutC+INC/0YDQtdCy0YDQsNGJ0LDQtdGC0YHRjyDQsiDQvdCw0YHQuNC70LjQtSwg0Lgg0LLQvtC30LzQvtC20L3QsCDQt9Cw0YXQstCw0YfQtdC90L3QsNGPINC/0LXRiNC60LAu
VGhlIHdhaXRpbmcgcm9vbSBzbWVsbHMgb2YgYW50aXNlcHRpYyBhbmQgb3pvbmUuIEN5YmVybmV0aWMgZG9jdG9ycyBjYW4gZG8gc3VyZ2ljYWwgdGVjaG5pcXVlcyBmYXN0ZXIgdGhhbiB5b3UgY2FuIHJlcGFpciBhIHRvYXN0ZXIgYW5kIG1lcmNlbmFyaWVzIGFyZSBhbHdheXMgcnVubmluZyB0byB0aGVtIHRvIHBhdGNoIHVwIHdvdW5kcyBvciBpbnN0YWxsIG5ldyBiaW9uaWNzLiBUaGluayBvZiBpdCBsaWtlIGdldHRpbmcgeW91ciBlYXJzIHBpZXJjZWQsIGNpcmNhIDE5ODAu	0JIg0LfQsNC70LUg0L7QttC40LTQsNC90LjRjyDQv9Cw0YXQvdC10YIg0LDQvdGC0LjRgdC10L/RgtC40LrQvtC8INC4INC+0LfQvtC90L7QvC4g0JrQuNCx0LXRgNC90LXRgtC40YfQtdGB0LrQuNC1INCy0YDQsNGH0Lgg0LzQvtCz0YPRgiDQstGL0L/QvtC70L3Rj9GC0Ywg0YXQuNGA0YPRgNCz0LjRh9C10YHQutC40LUg0L7Qv9C10YDQsNGG0LjQuCDQsdGL0YHRgtGA0LXQtSwg0YfQtdC8INCy0Ysg0LzQvtC20LXRgtC1INC/0L7Rh9C40L3QuNGC0Ywg0YLQvtGB0YLQtdGALCDQsCDQuiDQvdC40Lwg0LLRgdC10LPQtNCwINCx0LXQs9GD0YIg0L3QsNC10LzQvdC40LrQuCwg0YfRgtC+0LHRiyDQt9Cw0LvQsNGC0LDRgtGMINGA0LDQvdGLINC40LvQuCDRg9GB0YLQsNC90L7QstC40YLRjCDQvdC+0LLRg9GOINCx0LjQvtC90LjQutGDLiDQlNGD0LzQsNC50YLQtSDQvtCxINGN0YLQvtC8INC60LDQuiDQviDQv9GA0L7QutCw0LvRi9Cy0LDQvdC40Lgg0YPRiNC10Lkg0L/RgNC40LzQtdGA0L3QviDQsiAxOTgwINCz0L7QtNGDLg==
VmVybWluIGluIGEgY2FyZ28gYmF5LiBUaGlzIGlzIHRoZSB0dXRvcmlhbCBmaXJlZmlnaHQ6IGxvdyBzdGFrZXMsIGxvdyBUaHJlYXQsIGRlc2lnbmVkIHRvIHRlYWNoIHRoZSBGTkZGIGNvbWJhdCBwYW5lbCB3aXRob3V0IHJpc2tpbmcgdGhlIGNyZXcuIEl0IGNhbiBhbHNvIGJlIHNvbHZlZCB3aXRob3V0IGZpcmluZyBhIHNob3QsIGFuZCB0aGVyZSBpcyBhIHNvZnQgaGVhcnQgaGlkZGVuIGluIHRoZSBuZXN0IGZvciBjcmV3cyB0aGF0IGxvb2sgYmVmb3JlIHRoZXkgc2hvb3Qu	0J/QsNGA0LDQt9C40YLRiyDQsiDQs9GA0YPQt9C+0LLQvtC8INC+0YLRgdC10LrQtS4g0K3RgtC+INGD0YfQtdCx0L3QvtC1INC/0L7RgdC+0LHQuNC1INC/0L4g0L/QtdGA0LXRgdGC0YDQtdC70LrQtTog0L3QuNC30LrQuNC1INGB0YLQsNCy0LrQuCwg0L3QuNC30LrQsNGPINGD0LPRgNC+0LfQsCwg0L/RgNC10LTQvdCw0LfQvdCw0YfQtdC90L3QvtC1INC00LvRjyDQvtCx0YPRh9C10L3QuNGPINCx0L7QtdCy0L7QuSDQv9Cw0L3QtdC70LggRk5GRiDQsdC10Lcg0YDQuNGB0LrQsCDQtNC70Y8g0Y3QutC40L/QsNC20LAuINCt0YLRgyDQv9GA0L7QsdC70LXQvNGDINGC0LDQutC20LUg0LzQvtC20L3QviDRgNC10YjQuNGC0Ywg0LHQtdC3INC10LTQuNC90L7Qs9C+INCy0YvRgdGC0YDQtdC70LAsINC4INCyINCz0L3QtdC30LTQtSDRgdC/0YDRj9GC0LDQvdC+INC80Y/Qs9C60L7QtSDRgdC10YDQtNGG0LUg0LTQu9GPINGN0LrQuNC/0LDQttC10LksINC60L7RgtC+0YDRi9C1INGB0LzQvtGC0YDRj9GCLCDQv9GA0LXQttC00LUg0YfQtdC8INGB0YLRgNC10LvRj9GC0Ywu
SGlqYWNrIGEgZG9ja2VkIGZyZWlnaHRlciB0aHJvdWdoIG9uZSBvZiB0aHJlZSBlbnRyeSBzcGluZXMuIFRoZSBjYXJnbyBpcyByZWFsIG1vbmV5IGFuZCB0aGUgY3JldyBpcyByZWFsIHBlb3BsZS4gSG93IHRoZSBjcmV3IGdldHMgYWJvYXJkIHNldHMgaG93IGxvdWQgaXQgaXM7IHdoYXQgdGhleSBkbyB3aXRoIHRoZSBmcmVpZ2h0ZXIncyBjcmV3IG9uY2UgdGhlIGJyaWRnZSBpcyB0YWtlbiBpcyB0aGUgbW9yYWwgZm9yay4gRGVhZGx5IHRpZXI6IHBhd25zIGNhbiBkaWUgaGVyZS4=	0KPQs9C+0L3QuNGC0LUg0L/RgNC40YjQstCw0YDRgtC+0LLQsNC90L3QvtC1INCz0YDRg9C30L7QstC+0LUg0YHRg9C00L3QviDRh9C10YDQtdC3INC+0LTQuNC9INC40Lcg0YLRgNC10YUg0LLRhdC+0LTQvtCyLiDQk9GA0YPQtyDigJQg0Y3RgtC+INGA0LXQsNC70YzQvdGL0LUg0LTQtdC90YzQs9C4LCDQsCDQutC+0LzQsNC90LTQsCDigJQg0YDQtdCw0LvRjNC90YvQtSDQu9GO0LTQuC4g0KLQviwg0LrQsNC6INGN0LrQuNC/0LDQtiDQv9C+0L/QsNC00LDQtdGCINC90LAg0LHQvtGA0YIsINC+0L/RgNC10LTQtdC70Y/QtdGCLCDQvdCw0YHQutC+0LvRjNC60L4g0Y3RgtC+INCz0YDQvtC80LrQvjsg0YLQviwg0YfRgtC+INC+0L3QuCDQtNC10LvQsNGO0YIg0YEg0LrQvtC80LDQvdC00L7QuSDQs9GA0YPQt9C+0LLQvtCz0L4g0YHRg9C00L3QsCDQv9C+0YHQu9C1INCy0LfRj9GC0LjRjyDQvNC+0YHRgtCwLCDRj9Cy0LvRj9C10YLRgdGPINC80L7RgNCw0LvRjNC90L7QuSDRgNCw0LfQstC40LvQutC+0LkuINCh0LzQtdGA0YLQtdC70YzQvdGL0Lkg0YPRgNC+0LLQtdC90Yw6INC30LTQtdGB0Ywg0LzQvtCz0YPRgiDRg9C80LXRgNC10YLRjCDQv9C10YjQutC4Lg==
TGF5IGl0IG91dCBmbGF0OiB0aGUgY2FzZSBsZWZ0IHRoZSBmaXhlciBmdWxsLCB0aGUgY3JpbWUgbG9yZCdzIG1hbiB0b29rIGEgY3V0IG9mZiB0aGUgYnV5ZXIgYXQgdGhlIGRvb3IgYXMgYSBtZXNzYWdlLCBhbmQgc3dpdGNoaW5nIHN1cHBsaWVycyBpcyBob3cgdGhlIGJ1eWVyIHN0b3BzIHBheWluZyB0aGF0IHRheC4gU3VjY2VzcyBjbG9zZXMgdGhlIGRlYWwgYW5kIHdpbnMgdGhlIGNsaWVudCBvdmVyLiBGYWlsdXJlIGVzY2FsYXRlcyB0aGUgcm9vbSB0b3dhcmQgdmlvbGVuY2Uu	0JTQsNCy0LDQudGC0LUg0YDQsNC30LHQtdGA0LXQvNGB0Y86INC00LXQu9C+INC+0YHRgtCw0LLQuNC70L4g0L/QvtGB0YDQtdC00L3QuNC60LAg0L/QvtC70L3Ri9C8LCDRh9C10LvQvtCy0LXQuiDQutGA0LjQvNC40L3QsNC70YzQvdC+0LPQviDQsNCy0YLQvtGA0LjRgtC10YLQsCDQvtGC0YDQtdC30LDQuyDQv9C+0LrRg9C/0LDRgtC10LvRjyDRgyDQtNCy0LXRgNC4INC60LDQuiDQv9C+0YHQu9Cw0L3QuNC1LCDQsCDRgdC80LXQvdCwINC/0L7RgdGC0LDQstGJ0LjQutCwIC0g0Y3RgtC+INGC0L4sINC60LDQuiDQv9C+0LrRg9C/0LDRgtC10LvRjCDQv9C10YDQtdGB0YLQsNC10YIg0L/Qu9Cw0YLQuNGC0Ywg0Y3RgtC+0YIg0L3QsNC70L7Qsy4g0KPRgdC/0LXRhSDQt9Cw0LLQtdGA0YjQsNC10YIg0YHQtNC10LvQutGDINC4INC/0YDQuNCy0LvQtdC60LDQtdGCINC60LvQuNC10L3RgtCwLiDQndC10YPQtNCw0YfQsCDQv9GA0LjQstC+0LTQuNGCINC6INC90LDRgdC40LvQuNGOLg==
